id,source_posting_id,title,company,location,country,city,federal_state,description,salary_min,salary_max,salary_period,salary_is_estimated,salary_confidence,required_skills,posted_date,posted_at,expires_at,last_seen_at,source,remote_status,role_type,occupation_group,experience_level,employment_type,url,application_url,company_career_url,source_legal_basis,ingestion_batch_id
train_011,seed_train_011,Warehouse Worker,HanseLogistik GmbH,"Hannover, Germany",Germany,Hannover,Lower Saxony,Picking packing and inventory work in a regional logistics center.,31000,40000,yearly,false,1.0,Inventory;Forklift;Shift Work,2025-12-11,2025-12-11T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Logistics,Warehousing and Logistics,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Warehouse+Worker&wo=Hannover,https://www.arbeitsagentur.de/jobsuche/suche?was=Warehouse+Worker&wo=Hannover,https://www.hanselogistikgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_012,seed_train_012,Dispatch Coordinator,RheinCargo Services GmbH,"Nuremberg, Germany",Germany,Nuremberg,Bavaria,Coordinate drivers delivery windows and transport documentation.,38000,50000,yearly,false,1.0,Dispatch;Route Planning;Communication,2025-12-12,2025-12-12T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Logistics,Warehousing and Logistics,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Dispatch+Coordinator&wo=Nuremberg,https://www.arbeitsagentur.de/jobsuche/suche?was=Dispatch+Coordinator&wo=Nuremberg,https://www.rheincargoservicesgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_013,seed_train_013,Supply Chain Planner,Bavaria Fulfillment GmbH,"Berlin, Germany",Germany,Berlin,Berlin,Plan demand inventory replenishment and supplier coordination.,51000,69000,yearly,false,1.0,Demand Planning;Excel;Supplier Coordination,2025-12-13,2025-12-13T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Logistics,Warehousing and Logistics,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Supply+Chain+Planner&wo=Berlin,https://www.arbeitsagentur.de/jobsuche/suche?was=Supply+Chain+Planner&wo=Berlin,https://www.bavariafulfillmentgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_014,seed_train_014,Forklift Operator,NordHub Logistics GmbH,"Hamburg, Germany",Germany,Hamburg,Hamburg,Move goods safely across warehouse zones and loading docks.,32000,42000,yearly,false,1.0,Forklift;Warehouse Safety;Inventory,2025-12-14,2025-12-14T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Logistics,Warehousing and Logistics,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Forklift+Operator&wo=Hamburg,https://www.arbeitsagentur.de/jobsuche/suche?was=Forklift+Operator&wo=Hamburg,https://www.nordhublogisticsgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_015,seed_train_015,Fleet Operations Manager,HanseLogistik GmbH,"Munich, Germany",Germany,Munich,Bavaria,Manage fleet utilization maintenance schedules and driver performance.,61000,81000,yearly,false,1.0,Fleet Management;Operations;KPI Reporting,2025-12-15,2025-12-15T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Logistics,Warehousing and Logistics,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Fleet+Operations+Manager&wo=Munich,https://www.arbeitsagentur.de/jobsuche/suche?was=Fleet+Operations+Manager&wo=Munich,https://www.hanselogistikgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_016,seed_train_016,Warehouse Worker,RheinCargo Services GmbH,"Cologne, Germany",Germany,Cologne,North Rhine-Westphalia,Picking packing and inventory work in a regional logistics center.,31000,40000,yearly,false,1.0,Inventory;Forklift;Shift Work,2025-12-16,2025-12-16T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Logistics,Warehousing and Logistics,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Warehouse+Worker&wo=Cologne,https://www.arbeitsagentur.de/jobsuche/suche?was=Warehouse+Worker&wo=Cologne,https://www.rheincargoservicesgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_017,seed_train_017,Dispatch Coordinator,Bavaria Fulfillment GmbH,"Frankfurt, Germany",Germany,Frankfurt,Hesse,Coordinate drivers delivery windows and transport documentation.,38000,50000,yearly,false,1.0,Dispatch;Route Planning;Communication,2025-12-17,2025-12-17T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Logistics,Warehousing and Logistics,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Dispatch+Coordinator&wo=Frankfurt,https://www.arbeitsagentur.de/jobsuche/suche?was=Dispatch+Coordinator&wo=Frankfurt,https://www.bavariafulfillmentgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_018,seed_train_018,Supply Chain Planner,NordHub Logistics GmbH,"Stuttgart, Germany",Germany,Stuttgart,Baden-Wuerttemberg,Plan demand inventory replenishment and supplier coordination.,51000,69000,yearly,false,1.0,Demand Planning;Excel;Supplier Coordination,2025-12-18,2025-12-18T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Logistics,Warehousing and Logistics,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Supply+Chain+Planner&wo=Stuttgart,https://www.arbeitsagentur.de/jobsuche/suche?was=Supply+Chain+Planner&wo=Stuttgart,https://www.nordhublogisticsgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_019,seed_train_019,Forklift Operator,HanseLogistik GmbH,"Dusseldorf, Germany",Germany,Dusseldorf,North Rhine-Westphalia,Move goods safely across warehouse zones and loading docks.,32000,42000,yearly,false,1.0,Forklift;Warehouse Safety;Inventory,2025-12-19,2025-12-19T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Logistics,Warehousing and Logistics,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Forklift+Operator&wo=Dusseldorf,https://www.arbeitsagentur.de/jobsuche/suche?was=Forklift+Operator&wo=Dusseldorf,https://www.hanselogistikgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_020,seed_train_020,Fleet Operations Manager,RheinCargo Services GmbH,"Leipzig, Germany",Germany,Leipzig,Saxony,Manage fleet utilization maintenance schedules and driver performance.,61000,81000,yearly,false,1.0,Fleet Management;Operations;KPI Reporting,2025-12-20,2025-12-20T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Logistics,Warehousing and Logistics,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Fleet+Operations+Manager&wo=Leipzig,https://www.arbeitsagentur.de/jobsuche/suche?was=Fleet+Operations+Manager&wo=Leipzig,https://www.rheincargoservicesgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_021,seed_train_021,Store Manager,MarktKauf Mitte GmbH,"Dresden, Germany",Germany,Dresden,Saxony,Lead store operations team scheduling sales targets and inventory control.,45000,61000,yearly,false,1.0,Team Leadership;Sales;Inventory,2025-12-21,2025-12-21T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Retail,Retail and Customer Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Store+Manager&wo=Dresden,https://www.arbeitsagentur.de/jobsuche/suche?was=Store+Manager&wo=Dresden,https://www.marktkaufmittegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_022,seed_train_022,Retail Sales Associate,CityRetail Group GmbH,"Bremen, Germany",Germany,Bremen,Bremen,Assist customers maintain product displays and support checkout workflows.,29000,37000,yearly,false,1.0,Customer Service;POS;Product Knowledge,2025-12-22,2025-12-22T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Retail,Retail and Customer Service,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Retail+Sales+Associate&wo=Bremen,https://www.arbeitsagentur.de/jobsuche/suche?was=Retail+Sales+Associate&wo=Bremen,https://www.cityretailgroupgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_023,seed_train_023,Visual Merchandiser,NordStyle Stores GmbH,"Hannover, Germany",Germany,Hannover,Lower Saxony,Create store layouts seasonal displays and brand presentation standards.,35000,47000,yearly,false,1.0,Merchandising;Brand Standards;Creativity,2025-12-23,2025-12-23T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Retail,Retail and Customer Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Visual+Merchandiser&wo=Hannover,https://www.arbeitsagentur.de/jobsuche/suche?was=Visual+Merchandiser&wo=Hannover,https://www.nordstylestoresgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_024,seed_train_024,Customer Service Advisor,RheinShop GmbH,"Nuremberg, Germany",Germany,Nuremberg,Bavaria,Resolve customer requests returns and service cases across channels.,32000,42000,yearly,false,1.0,Customer Support;CRM;Communication,2025-12-24,2025-12-24T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Retail,Retail and Customer Service,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Customer+Service+Advisor&wo=Nuremberg,https://www.arbeitsagentur.de/jobsuche/suche?was=Customer+Service+Advisor&wo=Nuremberg,https://www.rheinshopgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_025,seed_train_025,E-Commerce Coordinator,MarktKauf Mitte GmbH,"Berlin, Germany",Germany,Berlin,Berlin,Maintain online product data promotions and fulfillment coordination.,41000,55000,yearly,false,1.0,E-Commerce;Product Data;Analytics,2025-12-25,2025-12-25T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Retail,Retail and Customer Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=E-Commerce+Coordinator&wo=Berlin,https://www.arbeitsagentur.de/jobsuche/suche?was=E-Commerce+Coordinator&wo=Berlin,https://www.marktkaufmittegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_026,seed_train_026,Store Manager,CityRetail Group GmbH,"Hamburg, Germany",Germany,Hamburg,Hamburg,Lead store operations team scheduling sales targets and inventory control.,45000,61000,yearly,false,1.0,Team Leadership;Sales;Inventory,2025-12-26,2025-12-26T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Retail,Retail and Customer Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Store+Manager&wo=Hamburg,https://www.arbeitsagentur.de/jobsuche/suche?was=Store+Manager&wo=Hamburg,https://www.cityretailgroupgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_027,seed_train_027,Retail Sales Associate,NordStyle Stores GmbH,"Munich, Germany",Germany,Munich,Bavaria,Assist customers maintain product displays and support checkout workflows.,29000,37000,yearly,false,1.0,Customer Service;POS;Product Knowledge,2025-12-27,2025-12-27T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Retail,Retail and Customer Service,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Retail+Sales+Associate&wo=Munich,https://www.arbeitsagentur.de/jobsuche/suche?was=Retail+Sales+Associate&wo=Munich,https://www.nordstylestoresgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_028,seed_train_028,Visual Merchandiser,RheinShop GmbH,"Cologne, Germany",Germany,Cologne,North Rhine-Westphalia,Create store layouts seasonal displays and brand presentation standards.,35000,47000,yearly,false,1.0,Merchandising;Brand Standards;Creativity,2025-12-28,2025-12-28T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Retail,Retail and Customer Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Visual+Merchandiser&wo=Cologne,https://www.arbeitsagentur.de/jobsuche/suche?was=Visual+Merchandiser&wo=Cologne,https://www.rheinshopgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_029,seed_train_029,Customer Service Advisor,MarktKauf Mitte GmbH,"Frankfurt, Germany",Germany,Frankfurt,Hesse,Resolve customer requests returns and service cases across channels.,32000,42000,yearly,false,1.0,Customer Support;CRM;Communication,2025-12-29,2025-12-29T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Retail,Retail and Customer Service,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Customer+Service+Advisor&wo=Frankfurt,https://www.arbeitsagentur.de/jobsuche/suche?was=Customer+Service+Advisor&wo=Frankfurt,https://www.marktkaufmittegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_030,seed_train_030,E-Commerce Coordinator,CityRetail Group GmbH,"Stuttgart, Germany",Germany,Stuttgart,Baden-Wuerttemberg,Maintain online product data promotions and fulfillment coordination.,41000,55000,yearly,false,1.0,E-Commerce;Product Data;Analytics,2025-12-30,2025-12-30T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Retail,Retail and Customer Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=E-Commerce+Coordinator&wo=Stuttgart,https://www.arbeitsagentur.de/jobsuche/suche?was=E-Commerce+Coordinator&wo=Stuttgart,https://www.cityretailgroupgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_031,seed_train_031,Accountant,Mittelstand Finance GmbH,"Dusseldorf, Germany",Germany,Dusseldorf,North Rhine-Westphalia,Financial accounting invoices and monthly closing for SME clients.,49000,67000,yearly,false,1.0,DATEV;Excel;Financial Reporting,2025-12-31,2025-12-31T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Accountant&wo=Dusseldorf,https://www.arbeitsagentur.de/jobsuche/suche?was=Accountant&wo=Dusseldorf,https://www.mittelstandfinancegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_032,seed_train_032,Payroll Specialist,MainFinance GmbH,"Leipzig, Germany",Germany,Leipzig,Saxony,Prepare payroll runs social insurance reports and employee payroll cases.,45000,61000,yearly,false,1.0,Payroll;German Labor Law;DATEV,2026-01-01,2026-01-01T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Payroll+Specialist&wo=Leipzig,https://www.arbeitsagentur.de/jobsuche/suche?was=Payroll+Specialist&wo=Leipzig,https://www.mainfinancegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_033,seed_train_033,Financial Controller,RheinTax Beratung GmbH,"Dresden, Germany",Germany,Dresden,Saxony,Prepare budget reporting variance analysis and business performance reviews.,61000,83000,yearly,false,1.0,Controlling;Budgeting;Excel,2026-01-02,2026-01-02T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Financial+Controller&wo=Dresden,https://www.arbeitsagentur.de/jobsuche/suche?was=Financial+Controller&wo=Dresden,https://www.rheintaxberatunggmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_034,seed_train_034,Tax Assistant,FinanzKontor Nord GmbH,"Bremen, Germany",Germany,Bremen,Bremen,Support tax returns document checks and client communication.,38000,51000,yearly,false,1.0,Tax;DATEV;Documentation,2026-01-03,2026-01-03T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Tax+Assistant&wo=Bremen,https://www.arbeitsagentur.de/jobsuche/suche?was=Tax+Assistant&wo=Bremen,https://www.finanzkontornordgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_035,seed_train_035,Accounts Payable Clerk,Mittelstand Finance GmbH,"Hannover, Germany",Germany,Hannover,Lower Saxony,Process invoices payment runs vendor queries and reconciliations.,35000,47000,yearly,false,1.0,Accounts Payable;SAP;Excel,2026-01-04,2026-01-04T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Accounts+Payable+Clerk&wo=Hannover,https://www.arbeitsagentur.de/jobsuche/suche?was=Accounts+Payable+Clerk&wo=Hannover,https://www.mittelstandfinancegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_036,seed_train_036,Accountant,MainFinance GmbH,"Nuremberg, Germany",Germany,Nuremberg,Bavaria,Financial accounting invoices and monthly closing for SME clients.,49000,67000,yearly,false,1.0,DATEV;Excel;Financial Reporting,2026-01-05,2026-01-05T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Accountant&wo=Nuremberg,https://www.arbeitsagentur.de/jobsuche/suche?was=Accountant&wo=Nuremberg,https://www.mainfinancegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_037,seed_train_037,Payroll Specialist,RheinTax Beratung GmbH,"Berlin, Germany",Germany,Berlin,Berlin,Prepare payroll runs social insurance reports and employee payroll cases.,45000,61000,yearly,false,1.0,Payroll;German Labor Law;DATEV,2026-01-06,2026-01-06T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Payroll+Specialist&wo=Berlin,https://www.arbeitsagentur.de/jobsuche/suche?was=Payroll+Specialist&wo=Berlin,https://www.rheintaxberatunggmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_038,seed_train_038,Financial Controller,FinanzKontor Nord GmbH,"Hamburg, Germany",Germany,Hamburg,Hamburg,Prepare budget reporting variance analysis and business performance reviews.,61000,83000,yearly,false,1.0,Controlling;Budgeting;Excel,2026-01-07,2026-01-07T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Financial+Controller&wo=Hamburg,https://www.arbeitsagentur.de/jobsuche/suche?was=Financial+Controller&wo=Hamburg,https://www.finanzkontornordgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_039,seed_train_039,Tax Assistant,Mittelstand Finance GmbH,"Munich, Germany",Germany,Munich,Bavaria,Support tax returns document checks and client communication.,38000,51000,yearly,false,1.0,Tax;DATEV;Documentation,2026-01-08,2026-01-08T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Tax+Assistant&wo=Munich,https://www.arbeitsagentur.de/jobsuche/suche?was=Tax+Assistant&wo=Munich,https://www.mittelstandfinancegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_040,seed_train_040,Accounts Payable Clerk,MainFinance GmbH,"Cologne, Germany",Germany,Cologne,North Rhine-Westphalia,Process invoices payment runs vendor queries and reconciliations.,35000,47000,yearly,false,1.0,Accounts Payable;SAP;Excel,2026-01-09,2026-01-09T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Finance,Accounting and Finance,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Accounts+Payable+Clerk&wo=Cologne,https://www.arbeitsagentur.de/jobsuche/suche?was=Accounts+Payable+Clerk&wo=Cologne,https://www.mainfinancegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
